property,city,tenant,unit_number,unit_type,monthly_rent,lease_end,days_to_expiry,expiry_bucket,tenant_status
Townes at Heritage Hills,Glen Burnie,Kendra Snyder,108,3BR/2BA,2629.0,2024-09-14,-570,Expired,Active
Fieldside Grande Ph1,Pikesville,Jeremy Ross,057,1BR/1BA,1824.0,2024-09-15,-569,Expired,Active
Cedar Ridge Commons,Ellicott City,Mary Reid,169,2BR/1BA,1734.0,2024-09-15,-569,Expired,Active
Fieldside Grande Ph1,Pikesville,Alyssa Powers,172,2BR/2BA,2096.0,2024-09-16,-568,Expired,Active
Mills Crossing,Owings Mills,Robert James,049,1BR/1BA,1610.0,2024-09-18,-566,Expired,Active
Fieldside Grande Ph1,Pikesville,Dr. Erik Duarte Jr.,128,2BR/1BA,2099.0,2024-09-19,-565,Expired,Active
Cedar Ridge Commons,Ellicott City,Cassandra Flores,013,Studio,1599.0,2024-09-20,-564,Expired,Active
Riverfront Flats,Frederick,Manuel Bradley,188,2BR/2BA,1956.0,2024-09-20,-564,Expired,Active
Avenue Grand,Baltimore,Crystal Wolf,107,1BR/1BA,1748.0,2024-09-21,-563,Expired,Active
Avenue Grand,Baltimore,Cody Ford,191,2BR/2BA,2038.0,2024-09-22,-562,Expired,Active
Duvall Westside,Laurel,Megan Jones,186,2BR/2BA,2245.0,2024-09-23,-561,Expired,Active
Cedar Ridge Commons,Ellicott City,Nina Combs,078,1BR/1BA,1619.0,2024-09-23,-561,Expired,Active
Cedar Ridge Commons,Ellicott City,Patrick Fowler,233,2BR/2BA,2238.0,2024-09-23,-561,Expired,Active
Mills Crossing,Owings Mills,Sara Kelly,014,Studio,1570.0,2024-09-24,-560,Expired,Active
Fieldside Grande Ph1,Pikesville,Kristy Reeves,031,1BR/1BA,1614.0,2024-09-24,-560,Expired,Active
Fieldside Grande Ph1,Pikesville,David Russell,182,2BR/2BA,1995.0,2024-09-25,-559,Expired,Active
Avenue Grand,Baltimore,Melissa Martinez,161,2BR/2BA,2197.0,2024-09-25,-559,Expired,Active
Fieldside Grande Ph1,Pikesville,Sara Lawrence,174,2BR/2BA,1870.0,2024-09-26,-558,Expired,Active
Mills Crossing,Owings Mills,Chelsea Henderson,294,3BR/2BA,2575.0,2024-09-27,-557,Expired,Active
Duvall Westside,Laurel,Christopher Guzman,281,3BR/2BA,2565.0,2024-09-28,-556,Expired,Active
Fieldside Grande Ph1,Pikesville,Lynn Ross MD,129,2BR/1BA,1804.0,2024-09-29,-555,Expired,Active
Fieldside Grande Ph1,Pikesville,Jenny Duncan,102,1BR/1BA,1618.0,2024-10-02,-552,Expired,Active
Cedar Ridge Commons,Ellicott City,Carrie Herrera,077,1BR/1BA,1606.0,2024-10-02,-552,Expired,Active
Townes at Heritage Hills,Glen Burnie,Jacob Roach,088,2BR/2BA,2394.0,2024-10-03,-551,Expired,Active
Fieldside Grande Ph1,Pikesville,Alice Robinson,235,2BR/2BA,2023.0,2024-10-03,-551,Expired,Active
Fieldside Grande Ph1,Pikesville,Joshua Long,009,Studio,1571.0,2024-10-04,-550,Expired,Active
Riverfront Flats,Frederick,Heidi Nunez,094,1BR/1BA,1476.0,2024-10-07,-547,Expired,Active
Riverfront Flats,Frederick,Debra Greer,120,1BR/1BA,1706.0,2024-10-07,-547,Expired,Active
Riverfront Flats,Frederick,Todd Carpenter,225,2BR/2BA,2085.0,2024-10-07,-547,Expired,Active
Duvall Westside,Laurel,Derrick Anderson,161,2BR/2BA,2198.0,2024-10-08,-546,Expired,Active
Duvall Westside,Laurel,Wanda Garcia,178,2BR/2BA,2190.0,2024-10-08,-546,Expired,Active
Mills Crossing,Owings Mills,Samantha Howard,093,2BR/1BA,1814.0,2024-10-08,-546,Expired,Active
Cedar Ridge Commons,Ellicott City,Joanne Lopez,207,2BR/2BA,2090.0,2024-10-08,-546,Expired,Active
Avenue Grand,Baltimore,Ms. Kayla Williams,118,2BR/1BA,1951.0,2024-10-09,-545,Expired,Active
Duvall Westside,Laurel,Frank Lopez,058,1BR/1BA,1596.0,2024-10-10,-544,Expired,Active
Duvall Westside,Laurel,Nathan Freeman,045,1BR/1BA,1804.0,2024-10-11,-543,Expired,Active
Riverfront Flats,Frederick,William Riley,239,3BR/2BA,2881.0,2024-10-11,-543,Expired,Active
Mills Crossing,Owings Mills,Nicholas Miller,056,1BR/1BA,1415.0,2024-10-13,-541,Expired,Active
Cedar Ridge Commons,Ellicott City,Carolyn Silva,052,1BR/1BA,1687.0,2024-10-13,-541,Expired,Active
Mills Crossing,Owings Mills,Timothy White,225,2BR/2BA,2252.0,2024-10-15,-539,Expired,Active
Riverfront Flats,Frederick,Andrew Reyes,067,1BR/1BA,1504.0,2024-10-16,-538,Expired,Active
Duvall Westside,Laurel,Monica Garcia,199,2BR/2BA,1894.0,2024-10-17,-537,Expired,Active
Townes at Heritage Hills,Glen Burnie,Sandra Johnson,160,3BR/2BA,2914.0,2024-10-17,-537,Expired,Active
Avenue Grand,Baltimore,Tyler Sullivan,198,2BR/2BA,2006.0,2024-10-17,-537,Expired,Active
Duvall Westside,Laurel,Jacqueline Mcmahon,210,2BR/2BA,2063.0,2024-10-18,-536,Expired,Active
Mills Crossing,Owings Mills,Heather Pena,008,Studio,1472.0,2024-10-18,-536,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Adrienne Moon,092,2BR/2BA,1852.0,2024-10-18,-536,Expired,Active
Mills Crossing,Owings Mills,Wendy Neal,057,1BR/1BA,1763.0,2024-10-21,-533,Expired,Active
Mills Crossing,Owings Mills,Donna Johnson,286,3BR/2BA,2377.0,2024-10-21,-533,Expired,Active
Avenue Grand,Baltimore,Brandon Meyer,132,2BR/1BA,1932.0,2024-10-21,-533,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Andrew Morales,099,2BR/2BA,2202.0,2024-10-21,-533,Expired,Active
Townes at Heritage Hills,Glen Burnie,Mandy Henderson,117,3BR/2BA,2754.0,2024-10-22,-532,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Larry Benson,087,2BR/2BA,1881.0,2024-10-22,-532,Expired,Active
Riverfront Flats,Frederick,Carol Perez,162,2BR/2BA,2324.0,2024-10-22,-532,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Jesse Martinez,053,2BR/1BA,2172.0,2024-10-25,-529,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Ricky Martin,043,1BR/1BA,1681.0,2024-10-27,-527,Expired,Active
Duvall Westside,Laurel,Sara Smith,183,2BR/2BA,2111.0,2024-10-28,-526,Expired,Active
Avenue Grand,Baltimore,Laura Grimes,136,2BR/2BA,2232.0,2024-10-28,-526,Expired,Active
Townes at Heritage Hills,Glen Burnie,Marissa Miller,007,1BR/1BA,1688.0,2024-10-30,-524,Expired,Active
Townes at Heritage Hills,Glen Burnie,Bonnie Barnes,195,3BR/2BA,2535.0,2024-10-30,-524,Expired,Active
Cedar Ridge Commons,Ellicott City,Philip Barnes,182,2BR/1BA,1803.0,2024-10-30,-524,Expired,Active
Townes at Heritage Hills,Glen Burnie,Keith Fuller,119,3BR/2BA,2749.0,2024-10-31,-523,Expired,Active
Fieldside Grande Ph1,Pikesville,Kimberly Price,096,1BR/1BA,1720.0,2024-11-02,-521,Expired,Active
Duvall Westside,Laurel,Kristin Haney,163,2BR/2BA,2235.0,2024-11-03,-520,Expired,Active
Mills Crossing,Owings Mills,Mark Nelson,148,2BR/2BA,1995.0,2024-11-03,-520,Expired,Active
Duvall Westside,Laurel,Samantha White,283,3BR/2BA,2475.0,2024-11-04,-519,Expired,Active
Riverfront Flats,Frederick,Jonathan Wright,125,1BR/1BA,1729.0,2024-11-04,-519,Expired,Active
Fieldside Grande Ph1,Pikesville,Melissa Mendoza,142,2BR/1BA,1669.0,2024-11-05,-518,Expired,Active
Riverfront Flats,Frederick,Craig Baker,158,2BR/2BA,2455.0,2024-11-05,-518,Expired,Active
Cedar Ridge Commons,Ellicott City,Ashley Ruiz,195,2BR/2BA,1797.0,2024-11-06,-517,Expired,Active
Duvall Westside,Laurel,Cynthia Evans,221,2BR/2BA,2397.0,2024-11-07,-516,Expired,Active
Avenue Grand,Baltimore,Linda Ball,212,3BR/2BA,2897.0,2024-11-07,-516,Expired,Active
Mills Crossing,Owings Mills,Joseph Watson,153,2BR/2BA,2263.0,2024-11-08,-515,Expired,Active
Cedar Ridge Commons,Ellicott City,Heather Hunt,079,1BR/1BA,1782.0,2024-11-08,-515,Expired,Active
Mills Crossing,Owings Mills,Leah Odom,174,2BR/2BA,2079.0,2024-11-09,-514,Expired,Active
Fieldside Grande Ph1,Pikesville,Micheal Washington,077,1BR/1BA,1678.0,2024-11-09,-514,Expired,Active
Cedar Ridge Commons,Ellicott City,David Parrish,128,2BR/1BA,1991.0,2024-11-12,-511,Expired,Active
Riverfront Flats,Frederick,Lawrence Velasquez,026,Studio,1493.0,2024-11-12,-511,Expired,Active
Fieldside Grande Ph1,Pikesville,Joel Phelps,212,2BR/2BA,2196.0,2024-11-13,-510,Expired,Active
Cedar Ridge Commons,Ellicott City,Alan Hoffman,235,2BR/2BA,2026.0,2024-11-14,-509,Expired,Active
Mills Crossing,Owings Mills,Michael Hansen,247,3BR/2BA,2858.0,2024-11-15,-508,Expired,Active
Duvall Westside,Laurel,Kimberly Morrison,265,3BR/2BA,2897.0,2024-11-16,-507,Expired,Active
Riverfront Flats,Frederick,David Andrews,126,1BR/1BA,1544.0,2024-11-16,-507,Expired,Active
Avenue Grand,Baltimore,Robert Murray,066,1BR/1BA,1867.0,2024-11-17,-506,Expired,Active
Mills Crossing,Owings Mills,Christina Reid,175,2BR/2BA,1839.0,2024-11-18,-505,Expired,Active
Duvall Westside,Laurel,Mark Pierce,113,1BR/1BA,1597.0,2024-11-19,-504,Expired,Active
Riverfront Flats,Frederick,Julie Villanueva,163,2BR/2BA,2039.0,2024-11-19,-504,Expired,Active
Duvall Westside,Laurel,Courtney Peterson,258,3BR/2BA,2414.0,2024-11-20,-503,Expired,Active
Mills Crossing,Owings Mills,Emily Reyes,262,3BR/2BA,2605.0,2024-11-20,-503,Expired,Active
Riverfront Flats,Frederick,Terrance Mullins,081,1BR/1BA,1708.0,2024-11-20,-503,Expired,Active
Fieldside Grande Ph1,Pikesville,Sara Young,066,1BR/1BA,1802.0,2024-11-21,-502,Expired,Active
Duvall Westside,Laurel,Mary Kelly,168,2BR/2BA,2309.0,2024-11-25,-498,Expired,Active
Duvall Westside,Laurel,Stacey Snyder,216,2BR/2BA,1825.0,2024-11-25,-498,Expired,Active
Mills Crossing,Owings Mills,Lydia Howard,111,2BR/1BA,2158.0,2024-11-25,-498,Expired,Active
Overlook at Bulle Rock,Havre de Grace,James Watkins,091,2BR/2BA,2145.0,2024-11-25,-498,Expired,Active
Mills Crossing,Owings Mills,Andrew Moore,220,2BR/2BA,2027.0,2024-11-28,-495,Expired,Active
Riverfront Flats,Frederick,Teresa Montes,177,2BR/2BA,2152.0,2024-11-28,-495,Expired,Active
Cedar Ridge Commons,Ellicott City,Brittany Fisher,237,2BR/2BA,1895.0,2024-11-29,-494,Expired,Active
Duvall Westside,Laurel,Danielle Reed,255,2BR/2BA,1908.0,2024-11-30,-493,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Andrea Freeman,014,1BR/1BA,1499.0,2024-11-30,-493,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Jane Frank,146,3BR/2BA,2417.0,2024-12-02,-491,Expired,Active
Riverfront Flats,Frederick,Stephen Scott,115,1BR/1BA,1709.0,2024-12-02,-491,Expired,Active
Duvall Westside,Laurel,Joseph Jenkins,154,2BR/2BA,1978.0,2024-12-03,-490,Expired,Active
Mills Crossing,Owings Mills,Joshua Murray,308,3BR/2BA,2697.0,2024-12-03,-490,Expired,Active
Riverfront Flats,Frederick,Robert Moore,128,1BR/1BA,1679.0,2024-12-03,-490,Expired,Active
Mills Crossing,Owings Mills,Maria Cline,224,2BR/2BA,1919.0,2024-12-04,-489,Expired,Active
Cedar Ridge Commons,Ellicott City,Amanda Davis,087,1BR/1BA,1611.0,2024-12-04,-489,Expired,Active
Cedar Ridge Commons,Ellicott City,Chad Carroll,255,2BR/2BA,1841.0,2024-12-04,-489,Expired,Active
Fieldside Grande Ph1,Pikesville,Robin Cooper,206,2BR/2BA,2031.0,2024-12-05,-488,Expired,Active
Fieldside Grande Ph1,Pikesville,Stacey Jones MD,117,2BR/1BA,1767.0,2024-12-07,-486,Expired,Active
Cedar Ridge Commons,Ellicott City,Joseph Cruz,262,2BR/2BA,1996.0,2024-12-07,-486,Expired,Active
Fieldside Grande Ph1,Pikesville,Michelle Nielsen,162,2BR/2BA,2143.0,2024-12-08,-485,Expired,Active
Duvall Westside,Laurel,Kelly Owen,105,1BR/1BA,1717.0,2024-12-10,-483,Expired,Active
Fieldside Grande Ph1,Pikesville,Isabella Hawkins,267,3BR/2BA,2223.0,2024-12-11,-482,Expired,Active
Cedar Ridge Commons,Ellicott City,Kimberly Esparza,021,Studio,1260.0,2024-12-11,-482,Expired,Active
Mills Crossing,Owings Mills,George Jordan,298,3BR/2BA,2897.0,2024-12-12,-481,Expired,Active
Fieldside Grande Ph1,Pikesville,Michael Jones,277,3BR/2BA,2548.0,2024-12-12,-481,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Donald Wood,055,2BR/1BA,1764.0,2024-12-13,-480,Expired,Active
Riverfront Flats,Frederick,Nicholas Blevins,187,2BR/2BA,1926.0,2024-12-14,-479,Expired,Active
Cedar Ridge Commons,Ellicott City,Karen Wilkins,251,2BR/2BA,2178.0,2024-12-15,-478,Expired,Active
Riverfront Flats,Frederick,Kyle Young,049,1BR/1BA,1840.0,2024-12-16,-477,Expired,Active
Duvall Westside,Laurel,Mary Miller,160,2BR/2BA,2019.0,2024-12-17,-476,Expired,Active
Fieldside Grande Ph1,Pikesville,Jessica Murphy,049,1BR/1BA,1568.0,2024-12-17,-476,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Michael Gardner,089,2BR/2BA,2264.0,2024-12-17,-476,Expired,Active
Riverfront Flats,Frederick,Jennifer Flores,257,3BR/2BA,2722.0,2024-12-18,-475,Expired,Active
Cedar Ridge Commons,Ellicott City,Ronald Watson,232,2BR/2BA,2135.0,2024-12-19,-474,Expired,Active
Fieldside Grande Ph1,Pikesville,Randall Anderson,103,1BR/1BA,1732.0,2024-12-22,-471,Expired,Active
Cedar Ridge Commons,Ellicott City,William Hicks,113,1BR/1BA,1733.0,2024-12-22,-471,Expired,Active
Riverfront Flats,Frederick,Brandon Harris,022,Studio,1523.0,2024-12-24,-469,Expired,Active
Duvall Westside,Laurel,Jean Carrillo,035,1BR/1BA,1841.0,2024-12-26,-467,Expired,Active
Fieldside Grande Ph1,Pikesville,Jennifer Colon,155,2BR/2BA,1935.0,2024-12-26,-467,Expired,Active
Fieldside Grande Ph1,Pikesville,Benjamin Clements,157,2BR/2BA,1850.0,2024-12-30,-463,Expired,Active
Fieldside Grande Ph1,Pikesville,William Wood,021,Studio,1442.0,2025-01-01,-461,Expired,Active
Cedar Ridge Commons,Ellicott City,Charles Brown,104,1BR/1BA,1522.0,2025-01-01,-461,Expired,Active
Riverfront Flats,Frederick,Blake Schaefer,168,2BR/2BA,1960.0,2025-01-02,-460,Expired,Active
Fieldside Grande Ph1,Pikesville,Michael Melendez,083,1BR/1BA,1449.0,2025-01-05,-457,Expired,Active
Townes at Heritage Hills,Glen Burnie,Autumn Robertson,002,1BR/1BA,1642.0,2025-01-06,-456,Expired,Active
Townes at Heritage Hills,Glen Burnie,Timothy Martin,065,2BR/2BA,2142.0,2025-01-07,-455,Expired,Active
Riverfront Flats,Frederick,Ashley Herring,061,1BR/1BA,1473.0,2025-01-07,-455,Expired,Active
Duvall Westside,Laurel,Jill Powers,145,2BR/2BA,1842.0,2025-01-08,-454,Expired,Active
Riverfront Flats,Frederick,Frank Martinez,048,1BR/1BA,1580.0,2025-01-08,-454,Expired,Active
Riverfront Flats,Frederick,Tanya Hall,085,1BR/1BA,1496.0,2025-01-09,-453,Expired,Active
Fieldside Grande Ph1,Pikesville,Michelle Greer,239,2BR/2BA,2189.0,2025-01-10,-452,Expired,Active
Duvall Westside,Laurel,Courtney Nichols,236,2BR/2BA,2009.0,2025-01-12,-450,Expired,Active
Fieldside Grande Ph1,Pikesville,Curtis Krause,002,Studio,1490.0,2025-01-12,-450,Expired,Active
Avenue Grand,Baltimore,Troy Powers,208,3BR/2BA,2431.0,2025-01-12,-450,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Nicholas Delgado,094,2BR/2BA,2135.0,2025-01-12,-450,Expired,Active
Riverfront Flats,Frederick,Danny Nguyen,090,1BR/1BA,1766.0,2025-01-16,-446,Expired,Active
Duvall Westside,Laurel,Joel Baxter,016,Studio,1378.0,2025-01-17,-445,Expired,Active
Cedar Ridge Commons,Ellicott City,Thomas Watson,062,1BR/1BA,1532.0,2025-01-18,-444,Expired,Active
Cedar Ridge Commons,Ellicott City,Debra Poole,147,2BR/1BA,2087.0,2025-01-18,-444,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Kurt Montgomery,137,3BR/2BA,2518.0,2025-01-18,-444,Expired,Active
Duvall Westside,Laurel,Deborah Rios,121,2BR/1BA,1899.0,2025-01-19,-443,Expired,Active
Cedar Ridge Commons,Ellicott City,Joseph Young,027,Studio,1336.0,2025-01-20,-442,Expired,Active
Duvall Westside,Laurel,Riley Bryant,101,1BR/1BA,1717.0,2025-01-24,-438,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Michael Hampton,020,1BR/1BA,1656.0,2025-01-24,-438,Expired,Active
Cedar Ridge Commons,Ellicott City,Christopher Howard,156,2BR/1BA,2141.0,2025-01-25,-437,Expired,Active
Duvall Westside,Laurel,Taylor Chen,261,3BR/2BA,2477.0,2025-01-26,-436,Expired,Active
Cedar Ridge Commons,Ellicott City,Marcus Phillips,018,Studio,1267.0,2025-01-27,-435,Expired,Active
Townes at Heritage Hills,Glen Burnie,Benjamin Sandoval,093,2BR/2BA,1928.0,2025-01-29,-433,Expired,Active
Fieldside Grande Ph1,Pikesville,Daniel Brewer,279,3BR/2BA,2801.0,2025-01-29,-433,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Christopher Odom,122,2BR/2BA,2136.0,2025-01-30,-432,Expired,Active
Fieldside Grande Ph1,Pikesville,Joe Page,110,1BR/1BA,1626.0,2025-01-31,-431,Expired,Active
Riverfront Flats,Frederick,Matthew Marsh,244,3BR/2BA,2881.0,2025-01-31,-431,Expired,Active
Fieldside Grande Ph1,Pikesville,Rodney Young,251,2BR/2BA,2418.0,2025-02-01,-430,Expired,Active
Cedar Ridge Commons,Ellicott City,Monica Anderson,096,1BR/1BA,1459.0,2025-02-03,-428,Expired,Active
Mills Crossing,Owings Mills,Luke Martinez,210,2BR/2BA,2393.0,2025-02-04,-427,Expired,Active
Fieldside Grande Ph1,Pikesville,Melissa Ray,238,2BR/2BA,1889.0,2025-02-04,-427,Expired,Active
Fieldside Grande Ph1,Pikesville,Brandon Shelton,269,3BR/2BA,2588.0,2025-02-04,-427,Expired,Active
Mills Crossing,Owings Mills,Cassandra Martinez,278,3BR/2BA,2600.0,2025-02-06,-425,Expired,Active
Townes at Heritage Hills,Glen Burnie,Tracy Aguilar,111,3BR/2BA,2413.0,2025-02-06,-425,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Matthew Love,148,3BR/2BA,2736.0,2025-02-06,-425,Expired,Active
Riverfront Flats,Frederick,Lori Duran,176,2BR/2BA,2138.0,2025-02-06,-425,Expired,Active
Duvall Westside,Laurel,Jessica Osborn DDS,223,2BR/2BA,2322.0,2025-02-07,-424,Expired,Active
Townes at Heritage Hills,Glen Burnie,Selena Hopkins,113,3BR/2BA,2802.0,2025-02-07,-424,Expired,Active
Mills Crossing,Owings Mills,Craig Chang,087,2BR/1BA,1880.0,2025-02-09,-422,Expired,Active
Mills Crossing,Owings Mills,Thomas Davis,052,1BR/1BA,1539.0,2025-02-10,-421,Expired,Active
Duvall Westside,Laurel,Janet Weeks,057,1BR/1BA,1619.0,2025-02-13,-418,Expired,Active
Riverfront Flats,Frederick,Jason Williams,008,Studio,1526.0,2025-02-13,-418,Expired,Active
Duvall Westside,Laurel,Renee Hudson,179,2BR/2BA,2318.0,2025-02-14,-417,Expired,Active
Duvall Westside,Laurel,David Little,188,2BR/2BA,2410.0,2025-02-14,-417,Expired,Active
Townes at Heritage Hills,Glen Burnie,Raven Williams,174,3BR/2BA,2318.0,2025-02-14,-417,Expired,Active
Riverfront Flats,Frederick,Larry Smith,079,1BR/1BA,1528.0,2025-02-14,-417,Expired,Active
Avenue Grand,Baltimore,Carlos Harris,117,2BR/1BA,1994.0,2025-02-16,-415,Expired,Active
Mills Crossing,Owings Mills,Stephen Anderson,254,3BR/2BA,2792.0,2025-02-17,-414,Expired,Active
Riverfront Flats,Frederick,Tina Adams,130,1BR/1BA,1564.0,2025-02-17,-414,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Kerry Marquez,088,2BR/2BA,2253.0,2025-02-18,-413,Expired,Active
Duvall Westside,Laurel,Miguel Jones,040,1BR/1BA,1805.0,2025-02-19,-412,Expired,Active
Mills Crossing,Owings Mills,Paul Anderson,015,Studio,1346.0,2025-02-19,-412,Expired,Active
Mills Crossing,Owings Mills,Kimberly Smith,164,2BR/2BA,1995.0,2025-02-19,-412,Expired,Active
Townes at Heritage Hills,Glen Burnie,Jay Parks,106,3BR/2BA,2484.0,2025-02-21,-410,Expired,Active
Fieldside Grande Ph1,Pikesville,Misty Richardson,252,2BR/2BA,2151.0,2025-02-21,-410,Expired,Active
Avenue Grand,Baltimore,Taylor Martinez,180,2BR/2BA,1900.0,2025-02-22,-409,Expired,Active
Riverfront Flats,Frederick,Samuel Phillips,248,3BR/2BA,2730.0,2025-02-23,-408,Expired,Active
Fieldside Grande Ph1,Pikesville,Jaclyn Williams MD,262,3BR/2BA,2563.0,2025-02-25,-406,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Ashley Roberts,047,2BR/1BA,1746.0,2025-02-27,-404,Expired,Active
Cedar Ridge Commons,Ellicott City,Carol Medina,218,2BR/2BA,1951.0,2025-02-28,-403,Expired,Active
Mills Crossing,Owings Mills,Matthew Watkins,173,2BR/2BA,2090.0,2025-03-03,-400,Expired,Active
Townes at Heritage Hills,Glen Burnie,John Wall,125,3BR/2BA,2260.0,2025-03-04,-399,Expired,Active
Cedar Ridge Commons,Ellicott City,Samuel Anderson,303,3BR/2BA,2482.0,2025-03-04,-399,Expired,Active
Fieldside Grande Ph1,Pikesville,Nathan Payne,258,3BR/2BA,2545.0,2025-03-05,-398,Expired,Active
Riverfront Flats,Frederick,Nicholas Garcia,224,2BR/2BA,2018.0,2025-03-06,-397,Expired,Active
Duvall Westside,Laurel,Michael Brown,014,Studio,1365.0,2025-03-07,-396,Expired,Active
Cedar Ridge Commons,Ellicott City,Amy Guzman,108,1BR/1BA,1789.0,2025-03-07,-396,Expired,Active
Fieldside Grande Ph1,Pikesville,Peter Williams,140,2BR/1BA,1882.0,2025-03-08,-395,Expired,Active
Cedar Ridge Commons,Ellicott City,Donald Mays,122,1BR/1BA,1804.0,2025-03-08,-395,Expired,Active
Duvall Westside,Laurel,Jennifer Fowler,114,1BR/1BA,1762.0,2025-03-10,-393,Expired,Active
Duvall Westside,Laurel,Kerry Chavez DDS,077,1BR/1BA,1838.0,2025-03-11,-392,Expired,Active
Duvall Westside,Laurel,Latoya Miller,081,1BR/1BA,1598.0,2025-03-11,-392,Expired,Active
Townes at Heritage Hills,Glen Burnie,Chloe Rodriguez,059,2BR/2BA,1839.0,2025-03-11,-392,Expired,Active
Mills Crossing,Owings Mills,John Alvarez,101,2BR/1BA,1809.0,2025-03-13,-390,Expired,Active
Duvall Westside,Laurel,Kimberly Dudley,006,Studio,1250.0,2025-03-14,-389,Expired,Active
Mills Crossing,Owings Mills,Heather Williams,216,2BR/2BA,2049.0,2025-03-16,-387,Expired,Active
Fieldside Grande Ph1,Pikesville,Ronald Nash,130,2BR/1BA,2050.0,2025-03-17,-386,Expired,Active
Duvall Westside,Laurel,Sandra Dudley,249,2BR/2BA,2127.0,2025-03-18,-385,Expired,Active
Townes at Heritage Hills,Glen Burnie,James Wallace,146,3BR/2BA,2422.0,2025-03-18,-385,Expired,Active
Duvall Westside,Laurel,Sheryl Acosta,254,2BR/2BA,2377.0,2025-03-19,-384,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Heather Hernandez,050,2BR/1BA,2147.0,2025-03-19,-384,Expired,Active
Riverfront Flats,Frederick,Andrew Green,156,2BR/1BA,1885.0,2025-03-19,-384,Expired,Active
Fieldside Grande Ph1,Pikesville,Nicole Norman,080,1BR/1BA,1648.0,2025-03-20,-383,Expired,Active
Fieldside Grande Ph1,Pikesville,Gregory Holland,093,1BR/1BA,1598.0,2025-03-23,-380,Expired,Active
Fieldside Grande Ph1,Pikesville,Christine Singh,061,1BR/1BA,1633.0,2025-03-24,-379,Expired,Active
Overlook at Bulle Rock,Havre de Grace,David Williams,098,2BR/2BA,2193.0,2025-03-24,-379,Expired,Active
Riverfront Flats,Frederick,Anna Novak,104,1BR/1BA,1614.0,2025-03-25,-378,Expired,Active
Cedar Ridge Commons,Ellicott City,Suzanne Hardy,009,Studio,1344.0,2025-03-27,-376,Expired,Active
Mills Crossing,Owings Mills,Tracy Blackwell,255,3BR/2BA,2435.0,2025-03-28,-375,Expired,Active
Fieldside Grande Ph1,Pikesville,Kimberly Blevins,056,1BR/1BA,1675.0,2025-03-28,-375,Expired,Active
Cedar Ridge Commons,Ellicott City,Jared Haynes,187,2BR/2BA,1828.0,2025-03-28,-375,Expired,Active
Fieldside Grande Ph1,Pikesville,Geoffrey Austin,203,2BR/2BA,2359.0,2025-03-29,-374,Expired,Active
Cedar Ridge Commons,Ellicott City,Robert Kim,003,Studio,1380.0,2025-03-30,-373,Expired,Active
Duvall Westside,Laurel,Ruth Solis,097,1BR/1BA,1673.0,2025-03-31,-372,Expired,Active
Duvall Westside,Laurel,Ryan Smith,266,3BR/2BA,2973.0,2025-03-31,-372,Expired,Active
Mills Crossing,Owings Mills,Gabriela Randolph,132,2BR/2BA,1948.0,2025-03-31,-372,Expired,Active
Fieldside Grande Ph1,Pikesville,Alice Weber,263,3BR/2BA,2193.0,2025-03-31,-372,Expired,Active
Mills Crossing,Owings Mills,Robert Peterson,212,2BR/2BA,2324.0,2025-04-01,-371,Expired,Active
Cedar Ridge Commons,Ellicott City,Robert Brown,072,1BR/1BA,1440.0,2025-04-01,-371,Expired,Active
Riverfront Flats,Frederick,Jeremiah Fisher,009,Studio,1242.0,2025-04-01,-371,Expired,Active
Mills Crossing,Owings Mills,Patricia Harvey,246,3BR/2BA,2411.0,2025-04-02,-370,Expired,Active
Riverfront Flats,Frederick,Melissa Smith,018,Studio,1437.0,2025-04-02,-370,Expired,Active
Mills Crossing,Owings Mills,Diana Lyons,300,3BR/2BA,2596.0,2025-04-03,-369,Expired,Active
Fieldside Grande Ph1,Pikesville,Steve Gamble,054,1BR/1BA,1796.0,2025-04-03,-369,Expired,Active
Duvall Westside,Laurel,Brandon Holden,133,2BR/1BA,1847.0,2025-04-09,-363,Expired,Active
Fieldside Grande Ph1,Pikesville,Robert Bowers,284,3BR/2BA,2459.0,2025-04-09,-363,Expired,Active
Cedar Ridge Commons,Ellicott City,Timothy Robinson,131,2BR/1BA,1903.0,2025-04-09,-363,Expired,Active
Mills Crossing,Owings Mills,Carol Wilson,211,2BR/2BA,1854.0,2025-04-11,-361,Expired,Active
Duvall Westside,Laurel,Kathleen Garcia,150,2BR/2BA,2069.0,2025-04-13,-359,Expired,Active
