tenant_id,unit_id,full_name,email,phone,lease_start,lease_end,monthly_rent,deposit,status,lease_duration_days,days_to_expiry,lease_expired,expiry_bucket,lease_term_type,market_rent,unit_type,sqft,loss_to_lease,loss_to_lease_pct,concession_flag,total_charges,paid_on_time,partial_count,delinquent_count,total_due,total_paid,collection_rate,payment_reliability,delinquency_risk_score,risk_tier
T00100,U00126,Angela Bradshaw,julie33@example.net,584-221-9933x083,2024-05-22,2025-05-22,2124.0,2124.0,Active,365,-319,1,Expired,Standard (6-12mo),2157.0,2BR/1BA,971,33.0,1.53,0,10.0,10.0,0.0,0.0,21240.0,21240.0,100.0,100.0,0.0,Low Risk
T00101,U00128,Gary Kennedy,adampierce@example.org,(877)434-5401x93802,2021-08-06,2023-02-05,1739.0,1739.0,Active,548,-1156,1,Expired,Long-Term (>12mo),1842.0,2BR/1BA,935,103.0,5.59,1,,,,,,,,,,
T00102,U00129,Amanda Huff,vlopez@example.com,9044991547,2021-01-12,2022-07-14,1934.0,1934.0,Active,548,-1362,1,Expired,Long-Term (>12mo),2163.0,2BR/1BA,907,229.0,10.59,1,,,,,,,,,,
T00103,U00132,Julie Lee,riverajessica@example.net,720-354-9329x668,2021-12-18,2023-06-19,1985.0,1985.0,Notice to Vacate,548,-1022,1,Expired,Long-Term (>12mo),2123.0,2BR/1BA,899,138.0,6.5,1,,,,,,,,,,
T00104,U00133,Brandon Holden,pmorris@example.org,563-274-5499x045,2023-04-10,2025-04-09,1847.0,1847.0,Active,730,-362,1,Expired,Long-Term (>12mo),1910.0,2BR/1BA,952,63.0,3.3,0,15.0,15.0,0.0,0.0,27705.0,27705.0,100.0,100.0,0.0,Low Risk
T00105,U00134,Julie Moore,hannah45@example.net,932.572.7956,2022-09-13,2024-09-12,2138.0,2138.0,Active,730,-571,1,Expired,Long-Term (>12mo),2187.0,2BR/1BA,1042,49.0,2.24,0,10.0,10.0,0.0,0.0,21380.0,21380.0,100.0,100.0,0.0,Low Risk
T00106,U00136,Melanie Larson,foxallison@example.com,491-408-8398,2023-01-09,2024-07-10,1780.0,1780.0,Active,548,-635,1,Expired,Long-Term (>12mo),1823.0,2BR/1BA,968,43.0,2.36,0,8.0,7.0,0.0,1.0,14240.0,12460.0,87.5,87.5,37.5,High Risk
T00107,U00140,Joseph Wilson,jenniferburns@example.net,207.828.6790x874,2021-06-29,2022-06-29,1975.0,1975.0,Notice to Vacate,365,-1377,1,Expired,Standard (6-12mo),2204.0,2BR/1BA,964,229.0,10.39,1,,,,,,,,,,
T00108,U00141,Aaron Robinson,williamsmelvin@example.org,+1-801-770-4622,2022-01-26,2023-01-26,1875.0,1875.0,Active,365,-1166,1,Expired,Standard (6-12mo),1917.0,2BR/1BA,965,42.0,2.19,0,,,,,,,,,,
T00109,U00142,Janet Kane DVM,qmiller@example.net,(251)228-6823,2022-01-21,2023-01-21,1946.0,1946.0,Active,365,-1171,1,Expired,Standard (6-12mo),2150.0,2BR/1BA,1046,204.0,9.49,1,,,,,,,,,,
T00110,U00143,Julie Ball,opatel@example.org,352.343.1069x033,2021-10-25,2022-10-25,2070.0,2070.0,Active,365,-1259,1,Expired,Standard (6-12mo),2220.0,2BR/2BA,1020,150.0,6.76,1,,,,,,,,,,
T00111,U00145,Jill Powers,sanchezbradley@example.com,783.702.8439,2024-01-09,2025-01-08,1842.0,1842.0,Active,365,-453,1,Expired,Standard (6-12mo),2069.0,2BR/2BA,970,227.0,10.97,1,13.0,8.0,4.0,1.0,23946.0,20101.0,83.94,61.54,93.1,Critical
T00112,U00146,Shawn Odom,roberthill@example.net,001-726-887-0568,2023-08-08,2024-08-07,1945.0,1945.0,Active,365,-607,1,Expired,Standard (6-12mo),2076.0,2BR/2BA,1127,131.0,6.31,1,9.0,9.0,0.0,0.0,17505.0,17505.0,100.0,100.0,0.0,Low Risk
T00113,U00147,Elijah White,oallen@example.com,001-627-508-6688x263,2021-02-14,2022-02-14,1983.0,1983.0,Notice to Vacate,365,-1512,1,Expired,Standard (6-12mo),2204.0,2BR/2BA,1056,221.0,10.03,1,,,,,,,,,,
T00114,U00148,Bob Cole,christopher30@example.com,(299)501-3983x7354,2021-11-09,2023-05-11,2022.0,2022.0,Active,548,-1061,1,Expired,Long-Term (>12mo),2031.0,2BR/2BA,1056,9.0,0.44,0,,,,,,,,,,
T00115,U00149,Tonya Wilson,srocha@example.net,001-636-738-5467x854,2023-08-24,2024-08-23,2253.0,2253.0,Active,365,-591,1,Expired,Standard (6-12mo),2292.0,2BR/2BA,1147,39.0,1.7,0,9.0,8.0,1.0,0.0,20277.0,19970.0,98.49,88.89,16.7,Medium Risk
T00116,U00150,Kathleen Garcia,ugill@example.org,(856)609-3204x899,2024-04-13,2025-04-13,2069.0,2069.0,Active,365,-358,1,Expired,Standard (6-12mo),2288.0,2BR/2BA,1145,219.0,9.57,1,11.0,11.0,0.0,0.0,22759.0,22759.0,100.0,100.0,0.0,Low Risk
T00117,U00151,Gary James,victorpena@example.net,247-377-2522x87280,2024-03-12,2025-09-11,1904.0,1904.0,Active,548,-207,1,Expired,Long-Term (>12mo),2149.0,2BR/2BA,1040,245.0,11.4,1,12.0,12.0,0.0,0.0,22848.0,22848.0,100.0,100.0,0.0,Low Risk
T00118,U00153,Mary Duran,otaylor@example.org,920-938-7509,2021-01-17,2022-01-17,2144.0,2144.0,Active,365,-1540,1,Expired,Standard (6-12mo),2244.0,2BR/2BA,1006,100.0,4.46,0,,,,,,,,,,
T00119,U00154,Joseph Jenkins,morenojoshua@example.com,5866211823,2023-06-04,2024-12-03,1978.0,1978.0,Active,548,-489,1,Expired,Long-Term (>12mo),2015.0,2BR/2BA,1074,37.0,1.84,0,13.0,13.0,0.0,0.0,25714.0,25714.0,100.0,100.0,0.0,Low Risk
T00120,U00155,Debra Sanders,susan79@example.org,001-234-410-1666x870,2024-03-31,2026-03-31,2016.0,2016.0,Active,730,-6,1,Expired,Long-Term (>12mo),2083.0,2BR/2BA,1135,67.0,3.22,0,12.0,11.0,0.0,1.0,24192.0,22176.0,91.67,91.67,35.0,High Risk
T00121,U00157,Ryan Newman,ariel18@example.org,239.474.0148,2022-08-19,2023-08-19,2188.0,2188.0,Active,365,-961,1,Expired,Standard (6-12mo),2331.0,2BR/2BA,1094,143.0,6.13,1,,,,,,,,,,
T00122,U00158,Emily Ali,karenmarquez@example.com,842-493-9685,2023-09-23,2025-09-22,2314.0,2314.0,Active,730,-196,1,Expired,Long-Term (>12mo),2433.0,2BR/2BA,984,119.0,4.89,0,15.0,12.0,1.0,2.0,34710.0,29068.0,83.75,80.0,82.0,Critical
T00123,U00159,Melissa Miller,brian63@example.org,899-496-5047x73586,2023-09-27,2024-09-26,2115.0,2115.0,Notice to Vacate,365,-557,1,Expired,Standard (6-12mo),2190.0,2BR/2BA,1016,75.0,3.42,0,10.0,9.0,1.0,0.0,21150.0,21100.0,99.76,90.0,16.0,Medium Risk
T00124,U00160,Mary Miller,lauren11@example.com,(662)965-5110,2023-12-18,2024-12-17,2019.0,2019.0,Active,365,-475,1,Expired,Standard (6-12mo),2169.0,2BR/2BA,1033,150.0,6.92,1,13.0,12.0,0.0,1.0,26247.0,24228.0,92.31,92.31,34.6,High Risk
T00125,U00161,Derrick Anderson,ryanhawkins@example.net,(810)315-8199x56046,2022-10-09,2024-10-08,2198.0,2198.0,Active,730,-545,1,Expired,Long-Term (>12mo),2476.0,2BR/2BA,1142,278.0,11.23,1,11.0,11.0,0.0,0.0,24178.0,24178.0,100.0,100.0,0.0,Low Risk
T00126,U00163,Kristin Haney,ashleyjackson@example.com,(824)644-7212,2023-05-05,2024-11-03,2235.0,2235.0,Active,548,-519,1,Expired,Long-Term (>12mo),2500.0,2BR/2BA,963,265.0,10.6,1,12.0,11.0,1.0,0.0,26820.0,25869.0,96.45,91.67,15.0,Medium Risk
T00127,U00164,John Jones,sheryl79@example.net,871.724.0659,2022-12-12,2024-06-12,1960.0,1960.0,Active,548,-663,1,Expired,Long-Term (>12mo),2034.0,2BR/2BA,1116,74.0,3.64,0,7.0,7.0,0.0,0.0,13720.0,13720.0,100.0,100.0,0.0,Low Risk
T00128,U00165,Jeffrey Colon,kevinmorrison@example.net,575.726.5479,2021-02-12,2022-02-12,1844.0,1844.0,Active,365,-1514,1,Expired,Standard (6-12mo),2016.0,2BR/2BA,1143,172.0,8.53,1,,,,,,,,,,
T00129,U00166,Robert Long,frederickjames@example.net,(980)473-7416,2022-01-29,2023-07-31,2129.0,2129.0,Active,548,-980,1,Expired,Long-Term (>12mo),2311.0,2BR/2BA,955,182.0,7.88,1,,,,,,,,,,
T00130,U00167,Dana Hopkins,emccormick@example.com,+1-379-368-8680x589,2022-04-21,2024-04-20,2116.0,2116.0,Active,730,-716,1,Expired,Long-Term (>12mo),2335.0,2BR/2BA,1071,219.0,9.38,1,5.0,4.0,0.0,1.0,10580.0,8464.0,80.0,80.0,42.0,High Risk
T00131,U00168,Mary Kelly,hartdeanna@example.net,(556)910-1438x8899,2022-11-26,2024-11-25,2309.0,2309.0,Active,730,-497,1,Expired,Long-Term (>12mo),2350.0,2BR/2BA,1069,41.0,1.74,0,12.0,10.0,0.0,2.0,27708.0,23090.0,83.33,83.33,70.0,Critical
T00132,U00169,Joel Frazier,michaeljohnson@example.org,961-312-5457x3875,2023-08-18,2024-08-17,2272.0,2272.0,Active,365,-597,1,Expired,Standard (6-12mo),2304.0,2BR/2BA,1105,32.0,1.39,0,9.0,8.0,1.0,0.0,20448.0,19578.0,95.75,88.89,16.7,Medium Risk
T00133,U00170,Michael Flores,bradley10@example.com,+1-812-438-2825x8673,2023-03-11,2024-09-09,2362.0,2362.0,Active,548,-574,1,Expired,Long-Term (>12mo),2410.0,2BR/2BA,1149,48.0,1.99,0,10.0,9.0,1.0,0.0,23620.0,23380.0,98.98,90.0,16.0,Medium Risk
T00134,U00172,Matthew Foster,shannonjordan@example.org,001-933-341-9182x553,2023-01-08,2024-07-09,2395.0,2395.0,Active,548,-636,1,Expired,Long-Term (>12mo),2454.0,2BR/2BA,1123,59.0,2.4,0,8.0,8.0,0.0,0.0,19160.0,19160.0,100.0,100.0,0.0,Low Risk
T00135,U00173,Scott Rose,candice96@example.net,355-479-2499,2021-11-28,2023-11-28,1899.0,1899.0,Active,730,-860,1,Expired,Long-Term (>12mo),2099.0,2BR/2BA,1133,200.0,9.53,1,,,,,,,,,,
T00136,U00175,David Wilson,heather86@example.com,+1-629-466-2782x827,2021-06-26,2022-12-26,2147.0,2147.0,Active,548,-1197,1,Expired,Long-Term (>12mo),2398.0,2BR/2BA,980,251.0,10.47,1,,,,,,,,,,
T00137,U00176,Ryan Harvey,stephanie72@example.org,(588)676-7677x2190,2022-02-13,2023-02-13,2159.0,2159.0,Active,365,-1148,1,Expired,Standard (6-12mo),2266.0,2BR/2BA,1038,107.0,4.72,0,,,,,,,,,,
T00138,U00177,Danny Roberts,xcunningham@example.com,+1-281-991-4858,2021-07-26,2023-01-25,2238.0,2238.0,Active,548,-1167,1,Expired,Long-Term (>12mo),2253.0,2BR/2BA,967,15.0,0.67,0,,,,,,,,,,
T00139,U00178,Wanda Garcia,kennethkidd@example.com,451-571-3395x962,2023-10-09,2024-10-08,2190.0,2190.0,Active,365,-545,1,Expired,Standard (6-12mo),2411.0,2BR/2BA,1057,221.0,9.17,1,11.0,11.0,0.0,0.0,24090.0,24090.0,100.0,100.0,0.0,Low Risk
T00140,U00179,Renee Hudson,candice25@example.net,449-748-1260x4223,2024-02-15,2025-02-14,2318.0,2318.0,Active,365,-416,1,Expired,Standard (6-12mo),2318.0,2BR/2BA,1042,0.0,0.0,0,13.0,12.0,1.0,0.0,30134.0,29342.0,97.37,92.31,14.6,Medium Risk
T00141,U00180,Pam Lowe,othomas@example.com,+1-266-371-1684x5775,2023-01-05,2024-01-05,1927.0,1927.0,Active,365,-822,1,Expired,Standard (6-12mo),2088.0,2BR/2BA,1061,161.0,7.71,1,2.0,2.0,0.0,0.0,3854.0,3854.0,100.0,100.0,0.0,Low Risk
T00142,U00181,Judy Beck,melissa86@example.org,(237)345-4589x29750,2021-11-21,2022-11-21,2354.0,2354.0,Notice to Vacate,365,-1232,1,Expired,Standard (6-12mo),2404.0,2BR/2BA,1107,50.0,2.08,0,,,,,,,,,,
T00143,U00183,Sara Smith,scottsmith@example.com,724.424.1541,2023-10-29,2024-10-28,2111.0,2111.0,Active,365,-525,1,Expired,Standard (6-12mo),2161.0,2BR/2BA,1018,50.0,2.31,0,12.0,12.0,0.0,0.0,25332.0,25332.0,100.0,100.0,0.0,Low Risk
T00144,U00184,Mario Barber,rubendavis@example.org,2372129387,2022-11-23,2024-05-24,2181.0,2181.0,Notice to Vacate,548,-682,1,Expired,Long-Term (>12mo),2441.0,2BR/2BA,1021,260.0,10.65,1,6.0,6.0,0.0,0.0,13086.0,13086.0,100.0,100.0,0.0,Low Risk
T00145,U00185,Ruth Mcneil,ebenson@example.org,861.411.5542,2022-04-10,2023-04-10,2184.0,2184.0,Active,365,-1092,1,Expired,Standard (6-12mo),2305.0,2BR/2BA,1095,121.0,5.25,1,,,,,,,,,,
T00146,U00186,Megan Jones,bishopfrank@example.com,001-732-869-7311x2196,2023-09-24,2024-09-23,2245.0,2245.0,Active,365,-560,1,Expired,Standard (6-12mo),2247.0,2BR/2BA,957,2.0,0.09,0,10.0,10.0,0.0,0.0,22450.0,22450.0,100.0,100.0,0.0,Low Risk
T00147,U00187,Charles Hill,wrightcarolyn@example.net,+1-540-943-8983x640,2022-12-29,2023-12-29,2048.0,2048.0,Active,365,-829,1,Expired,Standard (6-12mo),2106.0,2BR/2BA,1074,58.0,2.75,0,1.0,1.0,0.0,0.0,2048.0,2048.0,100.0,100.0,0.0,Low Risk
T00148,U00188,David Little,ricetiffany@example.com,626-596-5827x10910,2024-02-15,2025-02-14,2410.0,2410.0,Active,365,-416,1,Expired,Standard (6-12mo),2440.0,2BR/2BA,1021,30.0,1.23,0,13.0,12.0,1.0,0.0,31330.0,30327.0,96.8,92.31,14.6,Medium Risk
T00149,U00189,Antonio Mccormick,courtney86@example.com,001-561-488-9241x418,2023-11-22,2025-11-21,1925.0,1925.0,Active,730,-136,1,Expired,Long-Term (>12mo),2005.0,2BR/2BA,1092,80.0,3.99,0,15.0,11.0,1.0,3.0,28875.0,22274.0,77.14,73.33,100.0,Critical
T00150,U00191,Jeanette Walters,collinssamuel@example.org,6314617990,2021-04-14,2022-10-14,2069.0,2069.0,Notice to Vacate,548,-1270,1,Expired,Long-Term (>12mo),2120.0,2BR/2BA,1144,51.0,2.41,0,,,,,,,,,,
T00151,U00192,Michael Miles,tylerreed@example.net,001-642-352-4105x6481,2021-08-16,2022-08-16,2333.0,2333.0,Active,365,-1329,1,Expired,Standard (6-12mo),2396.0,2BR/2BA,1064,63.0,2.63,0,,,,,,,,,,
T00152,U00193,Jorge Brown PhD,michaelscott@example.org,001-913-780-0030,2021-07-28,2023-07-28,1949.0,1949.0,Active,730,-983,1,Expired,Long-Term (>12mo),2202.0,2BR/2BA,1006,253.0,11.49,1,,,,,,,,,,
T00153,U00196,Chris Velazquez,tranrobin@example.net,+1-263-453-6541x9518,2021-08-04,2022-08-04,2079.0,2079.0,Active,365,-1341,1,Expired,Standard (6-12mo),2176.0,2BR/2BA,1034,97.0,4.46,0,,,,,,,,,,
T00154,U00197,Jose Williams,djones@example.com,001-945-718-7053x49493,2022-02-25,2023-02-25,1911.0,1911.0,Active,365,-1136,1,Expired,Standard (6-12mo),2126.0,2BR/2BA,1028,215.0,10.11,1,,,,,,,,,,
T00155,U00198,Katherine Barton,jessicapayne@example.org,(206)803-8505,2022-08-22,2024-02-21,2001.0,2001.0,Active,548,-775,1,Expired,Long-Term (>12mo),2060.0,2BR/2BA,1030,59.0,2.86,0,3.0,3.0,0.0,0.0,6003.0,6003.0,100.0,100.0,0.0,Low Risk
T00156,U00199,Monica Garcia,robertwoodward@example.org,001-441-803-8657x191,2023-10-18,2024-10-17,1894.0,1894.0,Active,365,-536,1,Expired,Standard (6-12mo),2108.0,2BR/2BA,999,214.0,10.15,1,11.0,10.0,0.0,1.0,20834.0,18940.0,90.91,90.91,35.5,High Risk
T00157,U00201,Keith Graham,joelgreen@example.com,(455)974-3132x9121,2023-01-15,2024-01-15,2436.0,2436.0,Active,365,-812,1,Expired,Standard (6-12mo),2490.0,2BR/2BA,1022,54.0,2.17,0,2.0,2.0,0.0,0.0,4872.0,4872.0,100.0,100.0,0.0,Low Risk
T00158,U00202,Jason Herrera,shannonford@example.org,524-790-3521,2021-09-09,2022-09-09,2033.0,2033.0,Active,365,-1305,1,Expired,Standard (6-12mo),2180.0,2BR/2BA,1008,147.0,6.74,1,,,,,,,,,,
T00159,U00203,Anthony Evans,anthonysullivan@example.com,+1-283-517-1210,2023-05-02,2024-05-01,2062.0,2062.0,Active,365,-705,1,Expired,Standard (6-12mo),2267.0,2BR/2BA,1131,205.0,9.04,1,6.0,6.0,0.0,0.0,12372.0,12372.0,100.0,100.0,0.0,Low Risk
T00160,U00204,Rodney Watson,aguilarjonathan@example.org,9132721510,2023-08-29,2024-08-28,2082.0,2082.0,Active,365,-586,1,Expired,Standard (6-12mo),2277.0,2BR/2BA,963,195.0,8.56,1,10.0,7.0,2.0,1.0,20820.0,17388.0,83.52,70.0,68.0,Critical
T00161,U00205,Kenneth Underwood,ycrawford@example.net,(625)932-4472x09993,2021-12-17,2022-12-17,2220.0,2220.0,Active,365,-1206,1,Expired,Standard (6-12mo),2434.0,2BR/2BA,1113,214.0,8.79,1,,,,,,,,,,
T00162,U00206,Juan Brown,patrick63@example.net,638.406.5787x59856,2023-04-30,2024-04-29,2185.0,2185.0,Notice to Vacate,365,-707,1,Expired,Standard (6-12mo),2287.0,2BR/2BA,953,102.0,4.46,0,5.0,5.0,0.0,0.0,10925.0,10925.0,100.0,100.0,0.0,Low Risk
T00163,U00207,Kyle Johnson,brian78@example.com,001-493-421-3348x03965,2022-05-18,2023-05-18,2106.0,2106.0,Active,365,-1054,1,Expired,Standard (6-12mo),2170.0,2BR/2BA,1062,64.0,2.95,0,,,,,,,,,,
T00164,U00208,Evan Rojas,robin05@example.net,001-229-337-8427,2023-12-21,2025-06-21,2004.0,2004.0,Active,548,-289,1,Expired,Long-Term (>12mo),2057.0,2BR/2BA,1072,53.0,2.58,0,15.0,11.0,4.0,0.0,30060.0,28480.0,94.74,73.33,56.0,High Risk
T00165,U00209,Kyle Smith,nsmith@example.org,(352)750-0292,2021-10-10,2023-04-11,1894.0,1894.0,Active,548,-1091,1,Expired,Long-Term (>12mo),2037.0,2BR/2BA,1075,143.0,7.02,1,,,,,,,,,,
T00166,U00210,Jacqueline Mcmahon,vwillis@example.com,622-667-5289x53926,2023-04-19,2024-10-18,2063.0,2063.0,Active,548,-535,1,Expired,Long-Term (>12mo),2075.0,2BR/2BA,988,12.0,0.58,0,11.0,11.0,0.0,0.0,22693.0,22693.0,100.0,100.0,0.0,Low Risk
T00167,U00213,Nicholas Rush,xrosales@example.net,4297593917,2023-11-24,2024-11-23,2372.0,2372.0,Notice to Vacate,365,-499,1,Expired,Standard (6-12mo),2388.0,2BR/2BA,1007,16.0,0.67,0,12.0,11.0,1.0,0.0,28464.0,27774.0,97.58,91.67,15.0,Medium Risk
T00168,U00214,Cynthia Haas,daisymccarty@example.net,+1-957-804-3315x41006,2023-06-26,2024-06-25,2090.0,2090.0,Active,365,-650,1,Expired,Standard (6-12mo),2149.0,2BR/2BA,1063,59.0,2.75,0,7.0,6.0,1.0,0.0,14630.0,13639.0,93.23,85.71,18.6,Medium Risk
T00169,U00216,Stacey Snyder,ybell@example.org,793.427.1040x5411,2023-11-26,2024-11-25,1825.0,1825.0,Active,365,-497,1,Expired,Standard (6-12mo),2050.0,2BR/2BA,1139,225.0,10.98,1,12.0,11.0,0.0,1.0,21900.0,20075.0,91.67,91.67,35.0,High Risk
T00170,U00217,Candace Jones,morgantricia@example.com,001-806-629-6201x533,2022-10-07,2024-04-07,2325.0,2325.0,Active,548,-729,1,Expired,Long-Term (>12mo),2330.0,2BR/2BA,1017,5.0,0.21,0,5.0,4.0,0.0,1.0,11625.0,9300.0,80.0,80.0,42.0,High Risk
T00171,U00218,Elizabeth Davis,farmstrong@example.org,3502614973,2021-12-03,2023-06-04,2020.0,2020.0,Active,548,-1037,1,Expired,Long-Term (>12mo),2276.0,2BR/2BA,994,256.0,11.25,1,,,,,,,,,,
T00172,U00219,Mark Rowland,tanthony@example.com,674.918.6256x5270,2021-03-17,2022-03-17,2199.0,2199.0,Notice to Vacate,365,-1481,1,Expired,Standard (6-12mo),2225.0,2BR/2BA,1054,26.0,1.17,0,,,,,,,,,,
T00173,U00220,Darrell Adams,hernandezheather@example.org,858-969-3806,2021-04-29,2023-04-29,2009.0,2009.0,Active,730,-1073,1,Expired,Long-Term (>12mo),2016.0,2BR/2BA,1024,7.0,0.35,0,,,,,,,,,,
T00174,U00221,Cynthia Evans,torr@example.org,898.399.2172x23320,2023-05-09,2024-11-07,2397.0,2397.0,Active,548,-515,1,Expired,Long-Term (>12mo),2430.0,2BR/2BA,1129,33.0,1.36,0,12.0,12.0,0.0,0.0,28764.0,28764.0,100.0,100.0,0.0,Low Risk
T00175,U00223,Jessica Osborn DDS,luis11@example.com,+1-868-354-8709,2024-02-08,2025-02-07,2322.0,2322.0,Active,365,-423,1,Expired,Standard (6-12mo),2402.0,2BR/2BA,1119,80.0,3.33,0,13.0,10.0,2.0,1.0,30186.0,26987.0,89.4,76.92,63.8,Critical
T00176,U00224,Charles Matthews,buckleyanna@example.org,885-464-6799x7024,2022-10-05,2023-10-05,2002.0,2002.0,Active,365,-914,1,Expired,Standard (6-12mo),2272.0,2BR/2BA,979,270.0,11.88,1,,,,,,,,,,
T00177,U00225,Melanie Morales,vpreston@example.net,607.945.0544,2022-07-27,2024-07-26,2300.0,2300.0,Active,730,-619,1,Expired,Long-Term (>12mo),2413.0,2BR/2BA,1018,113.0,4.68,0,8.0,8.0,0.0,0.0,18400.0,18400.0,100.0,100.0,0.0,Low Risk
T00178,U00227,Melinda Compton,dennismccann@example.com,001-454-369-1373x67850,2021-10-28,2023-04-29,2072.0,2072.0,Active,548,-1073,1,Expired,Long-Term (>12mo),2220.0,2BR/2BA,1023,148.0,6.67,1,,,,,,,,,,
T00179,U00230,Jonathon Taylor,thompsonnancy@example.org,9308705345,2022-02-25,2024-02-25,2335.0,2335.0,Active,730,-771,1,Expired,Long-Term (>12mo),2445.0,2BR/2BA,960,110.0,4.5,0,3.0,2.0,1.0,0.0,7005.0,6228.0,88.91,66.67,30.0,Medium Risk
T00180,U00231,Becky Johnson,tracy72@example.com,001-885-252-4140,2023-06-25,2024-06-24,2096.0,2096.0,Active,365,-651,1,Expired,Standard (6-12mo),2125.0,2BR/2BA,1104,29.0,1.36,0,7.0,6.0,1.0,0.0,14672.0,14143.0,96.39,85.71,18.6,Medium Risk
T00181,U00233,Kenneth Hanna,deborahbyrd@example.com,+1-668-600-7229x0349,2023-04-09,2024-04-08,2464.0,2464.0,Active,365,-728,1,Expired,Standard (6-12mo),2500.0,2BR/2BA,955,36.0,1.44,0,5.0,5.0,0.0,0.0,12320.0,12320.0,100.0,100.0,0.0,Low Risk
T00182,U00234,James Bailey,jeffery48@example.net,(391)708-5899x4417,2021-06-22,2022-06-22,1908.0,1908.0,Notice to Vacate,365,-1384,1,Expired,Standard (6-12mo),2020.0,2BR/2BA,1097,112.0,5.54,1,,,,,,,,,,
T00183,U00235,Margaret Hensley MD,jacob83@example.org,+1-565-720-7446x660,2023-03-10,2024-03-09,2192.0,2192.0,Active,365,-758,1,Expired,Standard (6-12mo),2326.0,2BR/2BA,1082,134.0,5.76,1,4.0,4.0,0.0,0.0,8768.0,8768.0,100.0,100.0,0.0,Low Risk
T00184,U00236,Courtney Nichols,qknox@example.com,542.782.4172x48251,2024-01-13,2025-01-12,2009.0,2009.0,Active,365,-449,1,Expired,Standard (6-12mo),2218.0,2BR/2BA,1099,209.0,9.42,1,13.0,12.0,1.0,0.0,26117.0,25747.0,98.58,92.31,14.6,Medium Risk
T00185,U00237,Seth Fisher,nathan94@example.com,370-899-9173,2023-11-14,2025-11-13,1995.0,1995.0,Active,730,-144,1,Expired,Long-Term (>12mo),2174.0,2BR/2BA,1070,179.0,8.23,1,15.0,14.0,1.0,0.0,29925.0,29307.0,97.93,93.33,14.0,Medium Risk
T00186,U00238,Jennifer Pitts,derrickgonzalez@example.com,001-772-252-1752,2022-11-29,2023-11-29,1812.0,1812.0,Active,365,-859,1,Expired,Standard (6-12mo),2052.0,2BR/2BA,1121,240.0,11.7,1,,,,,,,,,,
T00187,U00239,Donald Juarez,barbaramoore@example.org,(296)566-6760,2024-01-11,2026-01-10,2138.0,2138.0,Active,730,-86,1,Expired,Long-Term (>12mo),2347.0,2BR/2BA,1055,209.0,8.9,1,14.0,14.0,0.0,0.0,29932.0,29932.0,100.0,100.0,0.0,Low Risk
T00188,U00240,Tiffany Mcclain,andrewsmith@example.net,635.442.1689,2022-09-15,2024-03-16,2271.0,2271.0,Active,548,-751,1,Expired,Long-Term (>12mo),2275.0,2BR/2BA,1144,4.0,0.18,0,4.0,3.0,1.0,0.0,9084.0,8429.0,92.79,75.0,25.0,Medium Risk
T00189,U00241,Angel Fry,mluna@example.net,262-457-5326x03323,2021-08-15,2022-08-15,2086.0,2086.0,Active,365,-1330,1,Expired,Standard (6-12mo),2126.0,2BR/2BA,1030,40.0,1.88,0,,,,,,,,,,
T00190,U00244,Michael Conner,qmcdowell@example.net,+1-609-901-0016x761,2022-06-16,2024-06-15,2132.0,2132.0,Notice to Vacate,730,-660,1,Expired,Long-Term (>12mo),2311.0,2BR/2BA,1042,179.0,7.75,1,7.0,7.0,0.0,0.0,14924.0,14924.0,100.0,100.0,0.0,Low Risk
T00191,U00246,Christine Jennings,turnerdorothy@example.net,549.592.6189x14117,2021-04-08,2022-04-08,2301.0,2301.0,Notice to Vacate,365,-1459,1,Expired,Standard (6-12mo),2464.0,2BR/2BA,983,163.0,6.62,1,,,,,,,,,,
T00192,U00249,Sandra Dudley,jade42@example.org,+1-373-975-3001,2024-03-18,2025-03-18,2127.0,2127.0,Active,365,-384,1,Expired,Standard (6-12mo),2276.0,2BR/2BA,953,149.0,6.55,1,12.0,11.0,1.0,0.0,25524.0,24781.0,97.09,91.67,15.0,Medium Risk
T00193,U00250,Brandon Hunt,conwaydawn@example.com,247-201-2045x5611,2022-04-29,2024-04-28,2115.0,2115.0,Active,730,-708,1,Expired,Long-Term (>12mo),2231.0,2BR/2BA,979,116.0,5.2,1,5.0,5.0,0.0,0.0,10575.0,10575.0,100.0,100.0,0.0,Low Risk
T00194,U00252,Mary Jackson,patricia94@example.net,855-921-6674,2023-12-29,2025-12-28,1941.0,1941.0,Notice to Vacate,730,-99,1,Expired,Long-Term (>12mo),2137.0,2BR/2BA,1130,196.0,9.17,1,15.0,11.0,2.0,2.0,29115.0,24388.0,83.76,73.33,96.0,Critical
T00195,U00253,Mariah Robles,andersonjessica@example.org,769-279-7296,2022-09-05,2023-09-05,2139.0,2139.0,Active,365,-944,1,Expired,Standard (6-12mo),2228.0,2BR/2BA,1012,89.0,3.99,0,,,,,,,,,,
T00196,U00254,Sheryl Acosta,timothyfreeman@example.com,301.845.0899x358,2024-03-19,2025-03-19,2377.0,2377.0,Active,365,-383,1,Expired,Standard (6-12mo),2461.0,2BR/2BA,998,84.0,3.41,0,12.0,10.0,1.0,1.0,28524.0,25332.0,88.81,83.33,50.0,High Risk
